date,made,location,situation,fgPercentage,takenInterval,madeInterval,numShots,numMade,distance
2010-02-16,0,1,2.593896933496405,0.4444444444444444,3.4870370370333337,7.845833333325,9.0,4.0,18.5
2010-02-16,0,1,4.055834707460225,0.4444444444444444,3.4870370370333337,7.845833333325,9.0,4.0,0.5
2010-02-16,0,1,2.9856819377004893,0.4444444444444444,3.4870370370333337,7.845833333325,9.0,4.0,0.5
2010-02-16,1,1,2.9856819377004893,0.4444444444444444,3.4870370370333337,7.845833333325,9.0,4.0,25.5
2010-11-27,1,1,2.2919404034826316,0.6363636363636364,3.0257575757545454,3.4261904761857136,11.0,7.0,25.5
2010-11-27,0,1,2.2551624144424385,0.6363636363636364,3.0257575757545454,3.4261904761857136,11.0,7.0,19.5
2010-11-25,1,1,1.5757333856827092,0.46153846153846156,2.1948717948692305,4.55555555555,13.0,6.0,22.5
2010-11-25,0,1,1.398442495055538,0.46153846153846156,2.1948717948692305,4.55555555555,13.0,6.0,18.5
2010-11-25,0,1,1.398442495055538,0.46153846153846156,2.1948717948692305,4.55555555555,13.0,6.0,6.5
2010-11-25,1,1,1.398442495055538,0.46153846153846156,2.1948717948692305,4.55555555555,13.0,6.0,1.5
2010-11-25,0,1,1.4201588750726468,0.46153846153846156,2.1948717948692305,4.55555555555,13.0,6.0,24.5
2010-02-09,1,0,2.38280877976499,0.4,2.25222222222,4.8972222222166675,15.0,6.0,0.5
2010-02-09,0,0,2.534754455515568,0.4,2.25222222222,4.8972222222166675,15.0,6.0,0.5
2010-02-09,0,0,2.534754455515568,0.4,2.25222222222,4.8972222222166675,15.0,6.0,0.5
2010-02-09,1,0,3.071663978521005,0.4,2.25222222222,4.8972222222166675,15.0,6.0,0.5
2010-02-09,1,0,5.289276621895888,0.4,2.25222222222,4.8972222222166675,15.0,6.0,0.5
2010-02-09,1,0,5.309257306586371,0.4,2.25222222222,4.8972222222166675,15.0,6.0,0.5
2010-02-09,0,0,3.7096619932964647,0.4,2.25222222222,4.8972222222166675,15.0,6.0,0.5
2010-02-09,1,0,5.32884657158286,0.4,2.25222222222,4.8972222222166675,15.0,6.0,0.5
2010-02-09,0,0,4.272955539619519,0.4,2.25222222222,4.8972222222166675,15.0,6.0,16.5
2010-02-09,0,0,3.8119816512479194,0.4,2.25222222222,4.8972222222166675,15.0,6.0,13.5
2010-01-15,0,0,1.9836964847214515,0.2857142857142857,4.621428571428572,11.30833333335,7.0,2.0,22.5
2010-01-15,1,0,2.9397496388030544,0.2857142857142857,4.621428571428572,11.30833333335,7.0,2.0,0.5
2010-01-15,0,0,2.07508423631088,0.2857142857142857,4.621428571428572,11.30833333335,7.0,2.0,0.5
2010-02-07,0,0,2.2360736123584797,0.5,5.777777777783335,11.555555555566668,6.0,3.0,21.5
2010-03-10,0,1,1.3459567453933152,0.5,2.558333333333333,5.116666666666666,12.0,6.0,25.5
2010-03-10,1,1,1.3926570549077193,0.5,2.558333333333333,5.116666666666666,12.0,6.0,0.5
2010-01-08,0,0,2.7680329057039206,0.5,2.341666666664286,4.683333333328572,14.0,7.0,1.5
2010-01-08,1,0,2.2551624144424385,0.5,2.341666666664286,4.683333333328572,14.0,7.0,26.5
2010-01-08,0,0,4.195697056482388,0.5,2.341666666664286,4.683333333328572,14.0,7.0,0.5
2010-01-26,0,1,2.0193376176101303,0.6153846153846154,2.547435897438461,3.5791666666625,13.0,8.0,0.5
2010-01-26,0,1,2.0193376176101303,0.6153846153846154,2.547435897438461,3.5791666666625,13.0,8.0,8.5
2010-01-26,0,1,2.374595628970318,0.6153846153846154,2.547435897438461,3.5791666666625,13.0,8.0,22.5
2010-01-26,0,1,2.0924517784158505,0.6153846153846154,2.547435897438461,3.5791666666625,13.0,8.0,0.5
2010-01-26,0,1,2.617957157575172,0.6153846153846154,2.547435897438461,3.5791666666625,13.0,8.0,15.5
2010-01-26,0,1,3.018797546484987,0.6153846153846154,2.547435897438461,3.5791666666625,13.0,8.0,20.5
2010-01-26,0,1,3.018797546484987,0.6153846153846154,2.547435897438461,3.5791666666625,13.0,8.0,8.5
2010-02-17,0,0,1.2179727074095483,0.5454545454545454,2.7303030303,4.8555555555500005,11.0,6.0,18.5
2010-02-20,0,0,2.646819334950748,0.7272727272727273,3.266666666663636,4.4916666666625,11.0,8.0,27.5
2010-02-20,1,0,2.150537463363566,0.7272727272727273,3.266666666663636,4.4916666666625,11.0,8.0,1.5
2010-02-28,0,1,2.536135839556791,0.4375,2.0729166666687506,3.9119047619000002,16.0,7.0,4.5
2010-02-28,1,1,4.100989104940769,0.4375,2.0729166666687506,3.9119047619000002,16.0,7.0,0.5
2010-02-28,1,1,3.2646683031847163,0.4375,2.0729166666687506,3.9119047619000002,16.0,7.0,0.5
2010-04-08,1,1,1.4804952784699297,0.625,2.25,3.55833333333,16.0,10.0,3.5
2010-04-08,1,1,1.600164275648771,0.625,2.25,3.55833333333,16.0,10.0,23.5
2010-12-26,1,1,4.008544572418768,0.42857142857142855,2.3428571428571425,4.552777777783334,14.0,6.0,0.5
2010-12-26,0,1,3.220018029446978,0.42857142857142855,2.3428571428571425,4.552777777783334,14.0,6.0,25.5
2010-12-26,0,1,2.6401556273643214,0.42857142857142855,2.3428571428571425,4.552777777783334,14.0,6.0,1.5
2010-12-26,1,1,3.018797546484987,0.42857142857142855,2.3428571428571425,4.552777777783334,14.0,6.0,18.5
2010-12-26,0,1,3.68987895444702,0.42857142857142855,2.3428571428571425,4.552777777783334,14.0,6.0,22.5
