player,pValue,slope,intercept,rValue,stdErr,numDataPoints
Jerryd Bayless,0.0946824186447,0.154073997458,0.341800952697,0.115350940776,0.0917754125734,211
Richard Jefferson,0.237896656834,-0.103500473622,0.505444238628,-0.0582039808979,0.087565263197,413
Spencer Hawes,0.206251297281,-0.136050888874,0.549383134277,-0.0836514039014,0.107333646575,230
Ronny Turiaf,0.896880711427,0.0132841523292,0.567272278381,0.0104603702192,0.102329928242,156
Chuck Hayes,0.963611490131,-0.00434903073801,0.564762902467,-0.0037312257035,0.0951682983463,152
Pau Gasol,0.294466501341,0.108415296109,0.481301138716,0.0497508004079,0.103290615771,446
Jeff Teague,0.771327368116,-0.0307959023253,0.413691867797,-0.0236877380731,0.105769144155,153
Samuel Dalembert,0.0861084562984,-0.170918846802,0.68565998084,-0.103313112692,0.099228850385,277
Kirk Hinrich,0.793909207234,-0.0233351934453,0.411050793464,-0.0132702984713,0.089264054354,390
Thabo Sefolosha,0.146063821907,0.153532527726,0.361686933537,0.105575948696,0.10518904955,191
Joe Johnson,0.36175457493,0.0816857540026,0.399491200597,0.0407497582408,0.0894832070586,503
Evan Turner,0.299925115252,0.118137788424,0.336368319056,0.0792613264961,0.113621611626,173
T.J. Ford,0.084557241128,-0.173631249,0.537299010779,-0.103450375965,0.100304288426,279
Carl Landry,0.120031661537,0.140792154458,0.533065840796,0.0901016410007,0.0903020203313,299
Goran Dragic,0.47195890636,-0.0632597814707,0.463417827098,-0.0439577043834,0.0878223979482,270
Kyle Korver,0.986691545927,-0.000974928065767,0.427110178913,-0.000763344916126,0.0584167888738,480
Darren Collison,0.453776621231,0.0809575342097,0.404394646683,0.0513561530011,0.107870207395,215
Maurice Evans,0.374058766544,0.0658442898819,0.39801454572,0.0530369456985,0.0739562317016,283
Daequan Cook,0.697265978043,0.0300895427611,0.329186493822,0.0273996606293,0.0772381098318,204
Monta Ellis,0.102818991663,0.148175036895,0.381969710686,0.08038658946,0.0906280780645,413
James Jones,0.857125913036,-0.0141693185733,0.367165200384,-0.0116817338389,0.0786182812051,240
Randy Foye,0.896062135046,-0.009697346612,0.393326220649,-0.00691882640353,0.0741781472243,359
DeMarcus Cousins,0.818192262084,-0.0395703517345,0.516714506291,-0.0182570938649,0.171857032401,161
Brandon Bass,0.671843643901,-0.0380513786901,0.527512316528,-0.0256578562384,0.0897275284541,275
Rasheed Wallace,0.261023830566,-0.109721159677,0.434188355489,-0.0654256121329,0.0974316573977,297
Nick Collison,0.0774607573328,0.128860026615,0.569675693385,0.0994712329307,0.0727439069319,316
Antoine Walker,0.76337092225,-0.0317363820351,0.422748734423,-0.023613514885,0.105240247726,165
Jamaal Tinsley,0.852960789933,-0.0211656270221,0.384336957587,-0.0141934789141,0.114025103968,173
Johan Petro,0.239091452781,-0.112593817419,0.560565168212,-0.0889430229408,0.0953145015648,177
Juan Dixon,0.8384194584,-0.0219904299657,0.421046963866,-0.0157080662982,0.107674795792,171
Jason Thompson,0.0874276560839,-0.204945420268,0.662938838834,-0.112705053249,0.119399119061,231
Wilson Chandler,0.725375539775,0.0483508443119,0.430021349864,0.0228394290572,0.137477410711,239
Andris Biedrins,0.339431736825,-0.120608343275,0.764836649236,-0.0769899033001,0.1258613133,156
Caron Butler,0.426610543955,-0.0872851660395,0.478249496055,-0.042324851035,0.109665066561,355
Jeff Green,0.350953466454,-0.095088472779,0.49341296874,-0.0528115276495,0.101792402028,314
Tracy McGrady,0.00747972199684,-0.281415855179,0.532524330178,-0.169469223578,0.104342787049,248
Andre Miller,0.302231899606,0.0733393572492,0.40913773879,0.0466516719687,0.0710137336755,491
Al Thornton,0.171738969155,0.142518664722,0.3604640285,0.0937646370745,0.103931496048,214
Roy Hibbert,0.795732988898,-0.0335102816787,0.499286356031,-0.0174320883496,0.129290473806,223
Tony Parker,0.753040658847,-0.0321526127729,0.523249253069,-0.0155661477005,0.102122361028,411
Nenad Krstic,0.207535821884,0.223970131571,0.341617151588,0.103498006314,0.176924782208,150
Paul Millsap,0.183352287537,0.0987375764457,0.475126351876,0.066000414256,0.0740840665841,408
LeBron James,0.481038481164,0.0644986127289,0.463559885591,0.0307894354907,0.0914696574978,526
Tyrus Thomas,0.735504320449,-0.0325916674632,0.477740343924,-0.0228503570357,0.0963558578365,221
Brook Lopez,0.265529029721,0.149514316938,0.464928171532,0.070684848497,0.133980917221,250
C.J. Miles,0.606135684913,-0.0451876139569,0.416715046648,-0.0314579635095,0.0875382115442,271
Nazr Mohammed,0.69129683238,-0.046047521343,0.549106937929,-0.0321474748816,0.115741510992,155
James Harden,0.243735617939,0.109767450621,0.386514049493,0.0739950812277,0.0939404592505,250
Amare Stoudemire,0.922045226676,0.011055198433,0.580894876345,0.00533457086992,0.112887517633,339
Luke Ridnour,0.286216618525,0.0781024010423,0.375302240077,0.052988190973,0.0731386986033,407
Steve Nash,0.77411357224,0.0277275612657,0.491760799432,0.0139454150047,0.0965506203406,426
Richard Hamilton,0.508694560444,0.0760622072143,0.378836000228,0.0364506167048,0.114968109603,331
Damien Wilkins,0.402630793374,0.0662841390368,0.379379221041,0.0507603663282,0.0790751807123,274
Ty Lawson,0.390743040611,0.0831327715755,0.494862987251,0.0588257914095,0.0966633726514,215
Devin Brown,0.455415098319,0.0806493878311,0.352975974492,0.0546156808911,0.107823699604,189
Udonis Haslem,0.455520311919,-0.0687159418318,0.553873469891,-0.0429572096962,0.0919637964162,304
Wesley Matthews,0.978809110829,-0.00334583673497,0.457392328774,-0.00179693987029,0.125819640991,221
Hakim Warrick,0.547890471652,-0.0491235066427,0.549733667434,-0.0344268251881,0.0816554074325,307
Sebastian Telfair,0.583138567342,0.0394186736875,0.378143971942,0.0301354862337,0.0717558760855,334
Luke Walton,0.0233797730449,-0.201271063157,0.542381446222,-0.155679789365,0.0881275729466,212
Wally Szczerbiak,0.824974472364,0.0251128794523,0.439914468222,0.0161495396452,0.113396800039,190
Rashad McCants,0.183189727128,0.122157001818,0.358157734602,0.0996538485234,0.0914212266163,180
JaVale McGee,0.623108660892,0.0525194479804,0.556152237879,0.0358787630982,0.106690083467,190
Marko Jaric,0.976958858291,-0.00290915620341,0.350025006079,-0.00226566679794,0.100571767687,165
Delonte West,0.296585749468,-0.0884982750656,0.49425764357,-0.0629372576635,0.0846250218121,277
Russell Westbrook,0.518335374748,0.0715790047876,0.398816660668,0.0362947737597,0.11069441059,319
Yao Ming,0.841889821088,0.0282090172156,0.566804673568,0.0140868174094,0.141232272481,203
Bruce Bowen,0.745546091699,-0.0316432030272,0.417658902838,-0.0254530798785,0.0973431887452,165
Troy Murphy,0.724248322258,0.0365481631723,0.416988118439,0.0211373615342,0.103494110776,281
Francisco Garcia,0.556288834138,0.0414179991797,0.383779297096,0.0329072670855,0.0703213235705,322
J.R. Smith,0.927214331616,-0.00567319855544,0.419852136984,-0.00426616572783,0.0620697457211,461
Shannon Brown,0.631755017949,-0.0380630831384,0.442778931448,-0.0295739544036,0.0793280330817,265
Anthony Morrow,0.856493867792,0.0172796335312,0.425856213868,0.0123470029334,0.095437848461,217
Andrea Bargnani,0.300330403974,0.111487163264,0.363537738378,0.0568396189201,0.107473646228,334
Greivis Vasquez,0.797435679369,-0.0296869291064,0.442324719066,-0.0207820023704,0.115461811145,155
Mario Chalmers,0.328702081078,-0.0999053695584,0.434849974181,-0.0675654636173,0.102046322813,211
Mike Bibby,0.10720497969,0.160563857309,0.274091838832,0.0870049623022,0.0994124297481,344
Grant Hill,0.814525599436,0.0237796203839,0.426354350421,0.0134652193775,0.101278046784,306
C.J. Watson,0.863037542065,-0.0117422749136,0.40741114218,-0.0102815889197,0.0680055720097,284
Corey Brewer,0.580188587383,-0.0478591932543,0.431695557457,-0.0336204957707,0.0864233359897,273
Arron Afflalo,0.759962087808,-0.0274847492827,0.473997599826,-0.0189282949208,0.0898632701009,263
Anthony Carter,0.59111320723,-0.0452668068795,0.383299366264,-0.0414915372646,0.0840991376023,170
Andray Blatche,0.865015403258,0.0143339594846,0.480701362624,0.0096939050106,0.0842503372205,310
Sasha Vujacic,0.468754521136,0.0499516297443,0.372760683012,0.0430855123885,0.0688528155174,285
Jason Kidd,0.739006212827,0.0284322376598,0.338366116201,0.0166261804676,0.0852796657781,404
Stephen Curry,0.428692907533,-0.100462000314,0.54080653777,-0.0535026291313,0.12670161708,221
Raymond Felton,0.535182211838,-0.0541963351784,0.435328787543,-0.0279372774922,0.0873359062487,495
Stephen Jackson,0.371861712849,-0.0801078186374,0.415089057207,-0.0439466019193,0.0896096533981,415
Eric Gordon,0.498279932994,-0.102716839472,0.518033840543,-0.0465398319941,0.151418195024,214
Darrell Arthur,0.000399494202773,-0.37654605877,0.657904456886,-0.280899408975,0.104009713702,155
Rudy Gay,0.0261116394127,-0.215371447932,0.557967553435,-0.104636269821,0.0964959353451,452
Ramon Sessions,0.477145127116,0.0612567210387,0.434452908416,0.0407225918821,0.0860613221801,307
Derrick Rose,0.433114201467,0.11954919409,0.429722980043,0.0504093151155,0.152256442401,244
Nene Hilario,0.989777209132,0.00159563714092,0.647934047038,0.000872804532683,0.12439132751,218
Brendan Haywood,0.405106179329,-0.0923503092594,0.644149027549,-0.0636940295187,0.110651888707,173
Travis Outlaw,0.629636199244,-0.0352211129152,0.44152137001,-0.0246858818642,0.0729777347478,384
Marco Belinelli,0.945363129257,0.00759468944737,0.440544590869,0.00465750903218,0.110693402426,219
Ron Artest,0.383552671262,0.0998006572214,0.372717933594,0.0497413565917,0.114369087467,309
Josh Childress,0.17423723279,-0.131920594675,0.693963528747,-0.0947983877523,0.0967552306413,207
Ronnie Price,0.548844845768,-0.0610354454706,0.453085911763,-0.0478934028768,0.101591632116,159
Corey Maggette,0.8891122499,0.0134136874879,0.470329235912,0.00791244898667,0.0961265755345,313
Luis Scola,0.437755305161,0.091247809482,0.492037236636,0.0475074138435,0.117412620773,269
Anthony Johnson,0.531100258348,0.0592649794549,0.339526531428,0.0463378282,0.0944430838485,185
Danny Granger,0.458991674383,0.059121014711,0.415482745789,0.0357614705963,0.0797663977901,431
Boris Diaw,0.349257567452,0.0756063721929,0.460815137358,0.0451426142305,0.0806853152498,432
David Lee,0.597408446764,0.042506002461,0.58726933493,0.0252454562664,0.0804250879204,440
Cuttino Mobley,0.923025712102,-0.0148168381264,0.419831898366,-0.00682367038894,0.15315435686,203
Brandon Jennings,0.537685176173,0.0792256832092,0.335167701663,0.0405778810923,0.12835500156,233
Al Horford,0.919073205771,-0.0116515113716,0.58373585306,-0.00590041437716,0.114581358245,299
Derek Fisher,0.0093356409564,0.235188667804,0.276721868163,0.143339337211,0.0899361278786,328
Kenyon Martin,0.582352153677,0.0708218240932,0.453270603404,0.0386322111954,0.128571644779,205
Al Jefferson,0.232401936788,-0.116181321727,0.594620569646,-0.0564699506171,0.0971564383854,449
Shaun Livingston,0.190883045922,-0.119062685794,0.522876052549,-0.0873228795195,0.0907530986871,226
Drew Gooden,0.914775934779,-0.0139066073504,0.476426182657,-0.00684392970282,0.129814271092,247
Channing Frye,0.655946738333,0.0408695453607,0.419977465295,0.0248818111175,0.0916496525694,323
Dwyane Wade,0.259132657068,0.0902370017135,0.424331088707,0.0530108636925,0.0798655707849,455
Devin Harris,0.955885094278,0.00491879909244,0.449948506737,0.00284336580203,0.0888597297197,381
Trevor Ariza,0.714981054117,-0.0291235080666,0.426049104479,-0.0208563267071,0.079678692892,309
Ronald Murray,0.46019357487,0.0704441255802,0.403261665476,0.0478944706583,0.0952296623412,240
Ben Gordon,0.473764656152,-0.0507004909361,0.426651991926,-0.0321737203153,0.0707204716149,498
Amir Johnson,0.704482107897,-0.0371524686617,0.661170130781,-0.0273312409151,0.0978109332738,195
Mehmet Okur,0.244632529634,0.116786725807,0.377407874733,0.0656406983496,0.100188487872,316
Jose Calderon,0.660484492493,0.0336790708475,0.455403875233,0.0223976956322,0.0766156406429,387
Joe Smith,0.11335895373,0.175223099422,0.45118780638,0.120808624177,0.11010392629,173
James Posey,0.0688503409165,-0.128767114688,0.423615077936,-0.107553472238,0.0705068889726,287
Juwan Howard,0.936578652298,-0.00808437298578,0.531463202285,-0.00605834571515,0.101452153002,175
Charlie Bell,0.529578091988,-0.0511015849277,0.419336507444,-0.0395464923319,0.0811757430877,255
Dorell Wright,0.423823469782,-0.0719165950314,0.444157909624,-0.0498110426164,0.0897747469546,260
Will Bynum,0.382786535786,-0.0745713764194,0.473654474225,-0.062519541562,0.0852488725038,197
Andres Nocioni,0.370737811408,-0.0732069483849,0.466416132927,-0.0516866743242,0.0816642916446,302
Eduardo Najera,0.491595810408,-0.0671514161163,0.496242382751,-0.0540803699581,0.097414139009,164
Roger Mason,0.988540656641,0.00120901039203,0.36730075645,0.000948074890022,0.0840859192397,232
Darius Songaila,0.986402898093,0.00148857534961,0.534346596034,0.00114509034362,0.0872477625977,224
Chris Kaman,0.956364261975,-0.00595401759623,0.527934242674,-0.00308537029405,0.108729020575,317
Marc Gasol,0.313646875843,0.122550869524,0.47942314289,0.0609817267328,0.12140213654,275
Jerry Stackhouse,0.203529056506,0.160252040399,0.347882083686,0.0936617012672,0.125579654062,186
Shaquille O'Neal,0.282001367998,-0.153980747982,0.720795579933,-0.0754938694375,0.142746539103,205
Andre Iguodala,0.745436333559,-0.0279149248866,0.454195035834,-0.0146138812119,0.0859332102251,496
Ersan Ilyasova,0.638803529712,0.0498604970067,0.38752273373,0.0327336537571,0.106070767772,208
O.J. Mayo,0.320655739286,0.0959413584304,0.353377504312,0.053313478127,0.0964686114033,349
Rasual Butler,0.281341535899,0.0842613111736,0.350006955819,0.0599356325089,0.0780837029538,325
Jason Williams,0.724155881072,-0.0387291821455,0.320612908919,-0.0274272513445,0.109556609668,168
Chris Bosh,0.524188140541,-0.0608891223584,0.584411979515,-0.029387418592,0.0955304299671,472
Chris Duhon,0.394515728467,0.0671534292428,0.319531193936,0.0495013564104,0.078753976743,298
Dwight Howard,0.384339890719,0.079152673387,0.625087649025,0.0404780101533,0.0909011471845,464
Hedo Turkoglu,0.048948063166,0.167148041406,0.328100722841,0.0945779313972,0.0846483485069,434
Vince Carter,0.535167202993,0.0541432752983,0.414645364617,0.0283439061121,0.087245401463,481
Carlos Arroyo,0.087026127912,0.147260050281,0.322131494768,0.123512159162,0.0856091890744,193
Jason Smith,0.606622718178,-0.0533620082882,0.462618712326,-0.0412735292925,0.103425596229,158
Rashard Lewis,0.881932579619,-0.0144253804678,0.427174089399,-0.00745858558009,0.0970651802839,399
Marquis Daniels,0.713284952104,-0.0312311879412,0.491883618864,-0.022338682152,0.0849059102842,273
Brandon Rush,0.44012331035,-0.0864168196894,0.438766867295,-0.0547522400269,0.111716650465,201
Nick Young,0.708305212837,-0.0271041045878,0.428837944038,-0.020994534379,0.0723801575481,320
Manu Ginobili,0.700767859453,-0.0355305357816,0.476016419478,-0.0192485441981,0.0923925493632,401
Serge Ibaka,0.489689859642,-0.0910745980323,0.632466098745,-0.0531796198002,0.131550863968,171
Peja Stojakovic,0.12410053907,-0.211252207306,0.512308577338,-0.103050569634,0.136853548333,224
Luther Head,0.884304616692,0.0123202897187,0.415100439158,0.00952253717558,0.0845747307009,236
Antawn Jamison,0.613832669065,0.0500089211984,0.398215386808,0.0234606594536,0.099036942377,465
Kevin Garnett,0.34441738218,0.0911583492671,0.468732333377,0.0449234472615,0.096312541435,445
Leandro Barbosa,0.372408156671,0.0672084432219,0.421623833935,0.0436853637648,0.075267076869,419
Vladimir Radmanovic,0.816063092959,-0.0195838907253,0.423404576919,-0.0145516527461,0.0841047813729,258
Damon Jones,0.93783730072,0.00655395778325,0.402015777224,0.00633604142029,0.0838986785077,154
Jason Maxiell,0.427209273286,-0.0677669799014,0.577012056959,-0.0524885163069,0.0851994943982,231
Courtney Lee,0.585698007803,0.0496942947417,0.411829631961,0.0338273044185,0.0910550096739,262
Anthony Parker,0.609433336863,0.0535161832147,0.348705294888,0.0309978335194,0.104631051246,274
Luol Deng,0.876273075918,0.0158725701123,0.461374303908,0.00735992537868,0.101888008391,450
Jared Dudley,0.626626095442,0.0356861528063,0.400900275162,0.0280115267928,0.073280601884,304
Craig Smith,0.014076511755,-0.200341500479,0.708208454479,-0.157660925058,0.0809982045057,242
Blake Griffin,0.680920006557,0.0745915406365,0.514531047269,0.0309445588192,0.181096733329,179
Jarvis Hayes,0.401761757564,0.0681647818804,0.355378195441,0.0549479943827,0.0811472157185,235
Rudy Fernandez,0.732552637758,-0.0319343086357,0.377389962929,-0.0234393631616,0.0933259832932,215
Zaza Pachulia,0.557782111727,0.0583623595038,0.48083783907,0.0375489203177,0.0994338139676,246
Josh Smith,0.945572575959,0.00610007737103,0.475931716442,0.00310788632818,0.0893088618354,485
Royal Ivey,0.0346887847754,-0.174936526829,0.491278077762,-0.170886295875,0.0820822397407,153
Tony Allen,0.564668607347,0.0459032498443,0.492799672823,0.0346873388982,0.0796079568525,278
Tyreke Evans,0.210894698942,0.152565828759,0.388812672723,0.0866895294985,0.121568460996,210
Anderson Varejao,0.235262036165,0.0930164017224,0.533358365864,0.0751864770633,0.0781788194575,251
Jason Terry,0.921243442151,0.00658526346813,0.463106885342,0.00415019821663,0.0665773351172,570
Shawn Marion,0.963100387408,0.00456646912357,0.540825244316,0.00228617230865,0.0986457779533,412
Mo Williams,0.769251907388,-0.025864129276,0.420227551535,-0.0147129288936,0.0881069523727,400
Steve Novak,0.81585296333,-0.0206462049377,0.4210612215,-0.0182672062706,0.0885119332915,165
Jamal Crawford,0.307580873409,0.0681162695245,0.37325562161,0.0448289928084,0.0666945224616,520
Jarrett Jack,0.896163053902,-0.0082562979797,0.426819653731,-0.0058807990298,0.0632292530167,495
Ronnie Brewer,0.613518650111,0.054442128406,0.481929670048,0.0352207998356,0.107629849187,208
J.J. Redick,0.00927213701162,-0.210890491393,0.487508128693,-0.1492513735,0.080531086509,303
Eddie House,0.132577345811,-0.0972055564429,0.441178981615,-0.0819736041675,0.0644738105668,338
Allen Iverson,0.578915092094,0.0699948547062,0.410333730273,0.0345071855273,0.125964444057,261
Elton Brand,0.166798982791,-0.156866849713,0.59221504168,-0.0733316071158,0.113228285098,357
Quentin Richardson,0.383267140092,0.0930089793462,0.33572092031,0.0604721416593,0.106449181033,210
Ray Allen,0.584867386346,0.0432302847301,0.433477948068,0.0250747047583,0.0790804060773,477
Marvin Williams,0.292973329208,0.108922524654,0.374565049078,0.0568606992127,0.103416359499,344
Dante Cunningham,0.687199951527,-0.0383454169869,0.5213583109,-0.0308297319568,0.0950690535183,173
Antonio McDyess,0.832766262557,-0.0188152273902,0.501132413039,-0.0127908716877,0.0890210015118,275
Zydrunas Ilgauskas,0.908596339091,0.012992616133,0.466029824123,0.0073273130228,0.113050542308,248
Emeka Okafor,0.97499669224,0.00332190956942,0.644716492225,0.00178443317414,0.10590283494,311
Michael Redd,0.658656684785,-0.0524484509823,0.407699512019,-0.0281891695452,0.11857966274,248
Kobe Bryant,0.176340079399,0.108665879624,0.377795108584,0.0583253272693,0.0802618031575,539
Matt Carroll,0.784558555313,-0.02191622843,0.466826603803,-0.0184090077931,0.0800692384931,223
Nicolas Batum,0.8510805405,-0.0239053202793,0.420266587354,-0.0131277587399,0.127171450105,207
Jameer Nelson,0.89086890678,-0.0130423110683,0.429273823459,-0.00722621421052,0.0949901957185,363
Willie Green,0.504887356257,-0.0511034336181,0.449141380214,-0.0390411975917,0.0765427907644,294
Raja Bell,0.580166457179,0.0693979939898,0.353505506917,0.0345947662601,0.125301565399,258
Joey Graham,0.371279135351,-0.0858086194882,0.515541388045,-0.0716063963907,0.0956974831451,158
Darko Milicic,0.258932165759,-0.140835160238,0.538649703411,-0.0857956217595,0.12434221693,175
Sasha Pavlovic,0.678022540928,0.0414168418171,0.342883329955,0.0324596850948,0.0995822281396,166
Deron Williams,0.181797250661,0.11510375831,0.419250199685,0.0603575058739,0.0860817864487,491
Rodney Carney,0.32367892127,-0.0995053032381,0.486149478851,-0.0803179202503,0.100493958073,153
Matt Harpring,0.177299166138,-0.132657687715,0.58291026184,-0.0945934598631,0.0979876927262,205
Michael Beasley,0.864086831984,0.0178363834504,0.434854452145,0.0105247775467,0.104099078032,267
Brandon Roy,0.691251245374,0.0449976980474,0.447053388917,0.0243248187001,0.11317657084,269
Charlie Villanueva,0.956492910695,0.00434999315415,0.415593695066,0.00280415082171,0.0796830396171,381
Marreese Speights,0.808682909253,0.0231375308133,0.465498793553,0.0169717412806,0.0954361624197,206
Gilbert Arenas,0.271642830335,0.101287615206,0.343258589685,0.0680304377462,0.0919444471971,263
Baron Davis,0.274519591839,-0.0976492831851,0.420041901733,-0.0592521843888,0.0892198582372,342
Steve Blake,0.707737956391,-0.0277303849802,0.420303181433,-0.0191420267268,0.0739133331508,386
Chase Budinger,0.951815099971,0.00622610004931,0.437151547555,0.00452285803362,0.102889766501,181
Nate Robinson,0.378493972349,0.0560237383497,0.400141996446,0.0425745701688,0.0635485976928,430
Kurt Thomas,0.504840578472,-0.0642405713822,0.538079170607,-0.047668876548,0.0961507005556,198
Jermaine O'Neal,0.243794560894,0.124142202734,0.432904405104,0.0685406455359,0.106291812538,291
Keith Bogans,0.261412572897,0.11180434593,0.370803666,0.0753523595415,0.0992999136866,224
Daniel Gibson,0.41385219004,0.0642978431925,0.382703787079,0.0488474970675,0.078569922478,282
D.J. Augustin,0.440315702776,0.0715309938034,0.430740474738,0.0495225654827,0.0925453884798,245
Danilo Gallinari,0.550772254073,-0.0820120352255,0.451114467254,-0.0426494905229,0.13722725002,198
Chris Wilcox,0.774528868139,-0.0313361657927,0.611911363205,-0.0195115776228,0.109255651388,218
Antonio Daniels,0.080270005098,0.157527556122,0.409385438004,0.125245943025,0.0895898303019,196
Andrew Bogut,0.0133822094123,0.287562045371,0.396846223096,0.145604089263,0.115537198665,288
Derrick Favors,0.575680020493,-0.0587640952282,0.585896737566,-0.0459056709127,0.104759760475,151
Lou Williams,0.752425034636,0.0283449452694,0.393764181282,0.0200488611577,0.0897579185063,250
Earl Boykins,0.11451617337,0.133753459212,0.329196847147,0.106707115214,0.0844105413207,220
Michael Finley,0.0225860954316,0.204767630456,0.304152446126,0.135767401583,0.0892990429488,282
Marcin Gortat,0.865226187351,-0.0200039464798,0.606235003022,-0.0131925166644,0.117678247557,168
John Salmons,0.985157649993,-0.00138604304985,0.444113126467,-0.000900799012944,0.0744620012388,429
