id,date,home_team,home_team_score,overtime,visit_team,visit_team_score
400489023,2014-11-18,Brooklyn Nets,98,False,Portland Trail Blazers,108
400489034,2014-11-20,Charlotte Bobcats,95,False,Brooklyn Nets,91
400489055,2014-11-22,Minnesota Timberwolves,111,False,Brooklyn Nets,81
400489070,2014-11-24,Brooklyn Nets,97,False,Detroit Pistons,109
400489084,2014-11-26,Toronto Raptors,100,False,Brooklyn Nets,102
400489091,2014-11-27,Brooklyn Nets,94,False,Los Angeles Lakers,99
400489107,2014-11-29,Houston Rockets,114,False,Brooklyn Nets,95
400489116,2014-11-30,Memphis Grizzlies,88,False,Brooklyn Nets,97
400489136,2014-12-03,Brooklyn Nets,87,False,Denver Nuggets,111
400489150,2014-12-05,Brooklyn Nets,83,False,New York Knicks,113
400489168,2014-12-07,Milwaukee Bucks,82,False,Brooklyn Nets,90
400489200,2014-12-12,Brooklyn Nets,102,False,Los Angeles Clippers,93
400489207,2014-12-13,Detroit Pistons,103,False,Brooklyn Nets,99
400489232,2014-12-16,Brooklyn Nets,130,False,Philadelphia 76ers,94
400489247,2014-12-18,Brooklyn Nets,107,False,Washington Wizards,113
400489256,2014-12-20,Philadelphia 76ers,121,True,Brooklyn Nets,120
400489283,2014-12-23,Brooklyn Nets,86,False,Indiana Pacers,103
400489291,2014-12-25,Brooklyn Nets,78,False,Chicago Bulls,95
400489302,2014-12-27,Brooklyn Nets,104,False,Milwaukee Bucks,93
400489310,2014-12-28,Indiana Pacers,105,False,Brooklyn Nets,91
400489338,2014-12-31,San Antonio Spurs,113,False,Brooklyn Nets,92
400489349,2014-01-02,Oklahoma City Thunder,93,False,Brooklyn Nets,95
400489364,2014-01-04,Brooklyn Nets,89,False,Cleveland Cavaliers,82
400489379,2014-01-06,Brooklyn Nets,91,False,Atlanta Hawks,86
400489396,2014-01-08,Brooklyn Nets,102,False,Golden State Warriors,98
400489410,2014-01-10,Brooklyn Nets,104,True,Miami Heat,95
400489416,2014-01-11,Toronto Raptors,96,False,Brooklyn Nets,80
400489452,2014-01-16,Atlanta Hawks,110,False,Brooklyn Nets,127
400489483,2014-01-20,New York Knicks,80,False,Brooklyn Nets,103
400489489,2014-01-21,Brooklyn Nets,101,False,Orlando Magic,90
400489510,2014-01-24,Brooklyn Nets,107,False,Dallas Mavericks,106
400489536,2014-01-27,Brooklyn Nets,103,False,Toronto Raptors,104
400489565,2014-01-31,Brooklyn Nets,95,False,Oklahoma City Thunder,120
400489570,2014-02-01,Indiana Pacers,97,False,Brooklyn Nets,96
400489585,2014-02-03,Brooklyn Nets,108,False,Philadelphia 76ers,102
400489610,2014-02-06,Brooklyn Nets,103,False,San Antonio Spurs,89
400489617,2014-02-07,Detroit Pistons,111,False,Brooklyn Nets,95
400489632,2014-02-09,Brooklyn Nets,93,False,New Orleans Pelicans,81
400489654,2014-02-12,Brooklyn Nets,105,False,Charlotte Bobcats,89
400489663,2014-02-13,Chicago Bulls,92,False,Brooklyn Nets,76
400489681,2014-02-19,Utah Jazz,99,False,Brooklyn Nets,105
400489705,2014-02-22,Golden State Warriors,93,False,Brooklyn Nets,86
400489712,2014-02-23,Los Angeles Lakers,102,False,Brooklyn Nets,108
400489734,2014-02-26,Portland Trail Blazers,124,False,Brooklyn Nets,80
400489739,2014-02-27,Denver Nuggets,89,False,Brooklyn Nets,112
400489751,2014-03-01,Milwaukee Bucks,98,False,Brooklyn Nets,107
400488881,2014-10-30,New York Knicks,90,False,Milwaukee Bucks,83
400488891,2014-10-31,Chicago Bulls,82,False,New York Knicks,81
400488918,2014-11-03,New York Knicks,100,False,Minnesota Timberwolves,109
400488927,2014-11-05,New York Knicks,97,False,Charlotte Bobcats,102
400488946,2014-11-08,Charlotte Bobcats,91,False,New York Knicks,101
400488967,2014-11-10,New York Knicks,89,False,San Antonio Spurs,120
400488989,2014-11-13,Atlanta Hawks,91,False,New York Knicks,95
400488996,2014-11-14,New York Knicks,106,False,Houston Rockets,109
400489012,2014-11-16,New York Knicks,90,False,Atlanta Hawks,110
400489030,2014-11-19,Detroit Pistons,92,False,New York Knicks,86
400489036,2014-11-20,New York Knicks,96,True,Indiana Pacers,103
400489062,2014-11-23,Washington Wizards,98,False,New York Knicks,89
400489083,2014-11-25,Portland Trail Blazers,102,False,New York Knicks,91
400489100,2014-11-27,Los Angeles Clippers,93,False,New York Knicks,80
400489111,2014-11-29,Denver Nuggets,97,False,New York Knicks,95
400489127,2014-12-01,New York Knicks,99,False,New Orleans Pelicans,103
400489157,2014-12-06,New York Knicks,121,False,Orlando Magic,83
400489183,2014-12-10,Cleveland Cavaliers,109,False,New York Knicks,94
400489197,2014-12-11,New York Knicks,83,False,Chicago Bulls,78
400489218,2014-12-14,New York Knicks,111,False,Atlanta Hawks,106
400489234,2014-12-16,New York Knicks,101,False,Washington Wizards,102
400489248,2014-12-18,Milwaukee Bucks,101,True,New York Knicks,107
400489265,2014-12-21,New York Knicks,87,False,Memphis Grizzlies,95
400489282,2014-12-23,Orlando Magic,98,False,New York Knicks,103
400489292,2014-12-25,New York Knicks,94,False,Oklahoma City Thunder,123
400489303,2014-12-27,New York Knicks,83,False,Toronto Raptors,95
400489311,2014-12-28,Toronto Raptors,115,False,New York Knicks,100
400489350,2014-01-02,San Antonio Spurs,101,False,New York Knicks,105
400489358,2014-01-03,Houston Rockets,102,False,New York Knicks,100
400489376,2014-01-05,Dallas Mavericks,80,False,New York Knicks,92
400489385,2014-01-07,New York Knicks,89,False,Detroit Pistons,85
400489402,2014-01-09,New York Knicks,102,False,Miami Heat,92
400489419,2014-01-11,Philadelphia 76ers,92,False,New York Knicks,102
400489430,2014-01-13,New York Knicks,98,True,Phoenix Suns,96
400489435,2014-01-14,Charlotte Bobcats,108,False,New York Knicks,98
400489451,2014-01-16,Indiana Pacers,117,False,New York Knicks,89
400489454,2014-01-17,New York Knicks,95,False,Los Angeles Clippers,109
400489499,2014-01-22,New York Knicks,106,False,Philadelphia 76ers,110
400489513,2014-01-24,New York Knicks,125,False,Charlotte Bobcats,96
400489528,2014-01-26,New York Knicks,110,False,Los Angeles Lakers,103
400489560,2014-01-30,New York Knicks,117,False,Cleveland Cavaliers,86
400489578,2014-02-01,New York Knicks,91,False,Miami Heat,106
400489587,2014-02-03,Milwaukee Bucks,101,False,New York Knicks,98
400489601,2014-02-05,New York Knicks,90,False,Portland Trail Blazers,94
400489618,2014-02-07,New York Knicks,117,False,Denver Nuggets,90
400489629,2014-02-09,Oklahoma City Thunder,112,False,New York Knicks,100
400489656,2014-02-12,New York Knicks,101,True,Sacramento Kings,106
400489669,2014-02-18,Memphis Grizzlies,98,False,New York Knicks,93
400489679,2014-02-19,New Orleans Pelicans,91,False,New York Knicks,98
400489689,2014-02-21,Orlando Magic,129,True,New York Knicks,121
400489700,2014-02-22,Atlanta Hawks,107,False,New York Knicks,98
400489716,2014-02-24,New York Knicks,108,False,Dallas Mavericks,110
400489738,2014-02-27,Miami Heat,108,False,New York Knicks,82
400489742,2014-02-28,New York Knicks,103,False,Golden State Warriors,126
400489756,2014-03-02,Chicago Bulls,109,False,New York Knicks,90
400488878,2014-10-30,Philadelphia 76ers,114,False,Miami Heat,110
400488895,2014-11-01,Washington Wizards,102,False,Philadelphia 76ers,109
400488907,2014-11-02,Philadelphia 76ers,107,False,Chicago Bulls,104
400488921,2014-11-04,Philadelphia 76ers,90,False,Golden State Warriors,110
400488936,2014-11-06,Philadelphia 76ers,102,False,Washington Wizards,116
400488949,2014-11-08,Philadelphia 76ers,94,False,Cleveland Cavaliers,79
400488961,2014-11-09,Cleveland Cavaliers,127,True,Philadelphia 76ers,125
400488973,2014-11-11,Philadelphia 76ers,85,False,San Antonio Spurs,109
400488985,2014-11-13,Philadelphia 76ers,123,True,Houston Rockets,117
400489000,2014-11-15,Atlanta Hawks,113,False,Philadelphia 76ers,103
400489016,2014-11-16,New Orleans Pelicans,135,False,Philadelphia 76ers,98
400489026,2014-11-18,Dallas Mavericks,97,False,Philadelphia 76ers,94
400489038,2014-11-20,Philadelphia 76ers,98,False,Toronto Raptors,108
400489050,2014-11-22,Philadelphia 76ers,115,True,Milwaukee Bucks,107
400489061,2014-11-23,Indiana Pacers,106,False,Philadelphia 76ers,98
400489089,2014-11-27,Orlando Magic,105,False,Philadelphia 76ers,94
400489110,2014-11-29,Philadelphia 76ers,105,False,New Orleans Pelicans,121
400489123,2014-12-01,Detroit Pistons,115,False,Philadelphia 76ers,100
400489134,2014-12-03,Philadelphia 76ers,126,True,Orlando Magic,125
400489153,2014-12-06,Charlotte Bobcats,105,False,Philadelphia 76ers,88
400489163,2014-12-07,Philadelphia 76ers,92,False,Denver Nuggets,103
400489178,2014-12-09,Philadelphia 76ers,83,False,Los Angeles Clippers,94
400489195,2014-12-11,Minnesota Timberwolves,106,False,Philadelphia 76ers,99
400489204,2014-12-13,Toronto Raptors,108,False,Philadelphia 76ers,100
400489220,2014-12-14,Philadelphia 76ers,105,False,Portland Trail Blazers,139
400489271,2014-12-21,Milwaukee Bucks,116,False,Philadelphia 76ers,106
400489318,2014-12-28,Phoenix Suns,115,False,Philadelphia 76ers,101
400489325,2014-12-29,Los Angeles Lakers,104,False,Philadelphia 76ers,111
400489344,2014-01-01,Denver Nuggets,102,False,Philadelphia 76ers,114
400489354,2014-01-02,Sacramento Kings,104,False,Philadelphia 76ers,113
400489369,2014-01-04,Portland Trail Blazers,99,False,Philadelphia 76ers,101
400489378,2014-01-06,Philadelphia 76ers,95,False,Minnesota Timberwolves,126
400489382,2014-01-07,Cleveland Cavaliers,111,False,Philadelphia 76ers,93
400489405,2014-01-10,Philadelphia 76ers,104,False,Detroit Pistons,114
400489440,2014-01-15,Philadelphia 76ers,95,False,Charlotte Bobcats,92
400489456,2014-01-17,Philadelphia 76ers,86,False,Miami Heat,101
400489469,2014-01-18,Chicago Bulls,103,False,Philadelphia 76ers,78
400489482,2014-01-20,Washington Wizards,107,False,Philadelphia 76ers,99
400489507,2014-01-24,Philadelphia 76ers,95,False,Toronto Raptors,104
400489521,2014-01-25,Philadelphia 76ers,91,False,Oklahoma City Thunder,103
400489535,2014-01-27,Philadelphia 76ers,113,False,Phoenix Suns,124
400489563,2014-01-31,Philadelphia 76ers,99,False,Atlanta Hawks,125
400489573,2014-02-01,Detroit Pistons,113,False,Philadelphia 76ers,96
400489614,2014-02-07,Philadelphia 76ers,98,False,Los Angeles Lakers,112
400489636,2014-02-09,Los Angeles Clippers,123,False,Philadelphia 76ers,78
400489642,2014-02-10,Golden State Warriors,123,False,Philadelphia 76ers,80
400489660,2014-02-12,Utah Jazz,105,False,Philadelphia 76ers,100
400489666,2014-02-18,Philadelphia 76ers,85,False,Cleveland Cavaliers,114
400489690,2014-02-21,Philadelphia 76ers,112,False,Dallas Mavericks,124
400489714,2014-02-24,Philadelphia 76ers,110,False,Milwaukee Bucks,130
400489726,2014-02-26,Philadelphia 76ers,90,False,Orlando Magic,101
400489748,2014-03-01,Philadelphia 76ers,103,False,Washington Wizards,122
400488896,2014-11-01,Atlanta Hawks,102,False,Toronto Raptors,95
400488910,2014-11-02,Milwaukee Bucks,90,False,Toronto Raptors,97
400488924,2014-11-05,Toronto Raptors,95,False,Miami Heat,104
400488933,2014-11-06,Charlotte Bobcats,92,False,Toronto Raptors,90
400488947,2014-11-08,Indiana Pacers,91,False,Toronto Raptors,84
400488958,2014-11-09,Toronto Raptors,115,False,Utah Jazz,91
400488976,2014-11-11,Houston Rockets,110,True,Toronto Raptors,104
400488987,2014-11-13,Memphis Grizzlies,87,False,Toronto Raptors,103
400488999,2014-11-15,Toronto Raptors,80,False,Chicago Bulls,96
400489020,2014-11-17,Toronto Raptors,110,True,Portland Trail Blazers,118
400489051,2014-11-22,Toronto Raptors,96,False,Washington Wizards,88
400489103,2014-11-29,Toronto Raptors,83,False,Miami Heat,90
400489121,2014-12-01,Toronto Raptors,98,False,Denver Nuggets,112
400489141,2014-12-03,Golden State Warriors,112,False,Toronto Raptors,103
400489160,2014-12-06,Phoenix Suns,106,False,Toronto Raptors,97
400489176,2014-12-08,Los Angeles Lakers,94,False,Toronto Raptors,106
400489185,2014-12-10,Toronto Raptors,103,False,San Antonio Spurs,116
400489219,2014-12-14,Chicago Bulls,77,False,Toronto Raptors,99
400489244,2014-12-18,Toronto Raptors,102,True,Charlotte Bobcats,104
400489262,2014-12-20,Dallas Mavericks,108,True,Toronto Raptors,109
400489278,2014-12-22,Oklahoma City Thunder,98,False,Toronto Raptors,104
400489287,2014-12-23,San Antonio Spurs,112,False,Toronto Raptors,99
400489336,2014-12-31,Chicago Bulls,79,False,Toronto Raptors,85
400489342,2014-01-01,Toronto Raptors,95,False,Indiana Pacers,82
400489355,2014-01-03,Washington Wizards,88,False,Toronto Raptors,101
400489373,2014-01-05,Miami Heat,102,False,Toronto Raptors,97
400489383,2014-01-07,Indiana Pacers,86,False,Toronto Raptors,79
400489394,2014-01-08,Toronto Raptors,112,False,Detroit Pistons,91
400489428,2014-01-13,Toronto Raptors,116,False,Milwaukee Bucks,94
400489457,2014-01-17,Toronto Raptors,94,False,Minnesota Timberwolves,89
400489474,2014-01-19,Toronto Raptors,106,False,Los Angeles Lakers,112
400489481,2014-01-20,Charlotte Bobcats,100,False,Toronto Raptors,95
400489497,2014-01-22,Toronto Raptors,93,False,Dallas Mavericks,85
400489520,2014-01-25,Toronto Raptors,118,False,Los Angeles Clippers,126
400489549,2014-01-29,Toronto Raptors,98,False,Orlando Magic,83
400489567,2014-01-31,Denver Nuggets,90,False,Toronto Raptors,100
400489580,2014-02-01,Portland Trail Blazers,106,False,Toronto Raptors,103
400489592,2014-02-03,Utah Jazz,79,False,Toronto Raptors,94
400489608,2014-02-05,Sacramento Kings,109,False,Toronto Raptors,101
400489621,2014-02-07,Los Angeles Clippers,118,False,Toronto Raptors,105
400489638,2014-02-10,Toronto Raptors,108,False,New Orleans Pelicans,101
400489652,2014-02-12,Toronto Raptors,104,False,Atlanta Hawks,83
400489667,2014-02-18,Washington Wizards,93,False,Toronto Raptors,103
400489676,2014-02-19,Toronto Raptors,92,False,Chicago Bulls,94
400489691,2014-02-21,Toronto Raptors,98,False,Cleveland Cavaliers,91
400489709,2014-02-23,Toronto Raptors,105,False,Orlando Magic,90
400489719,2014-02-25,Cleveland Cavaliers,93,False,Toronto Raptors,99
400489737,2014-02-27,Toronto Raptors,129,True,Washington Wizards,134
400489757,2014-03-02,Toronto Raptors,104,False,Golden State Warriors,98
400488890,2014-10-30,Golden State Warriors,125,False,Los Angeles Lakers,94
400488892,2014-10-31,Los Angeles Clippers,126,False,Golden State Warriors,115
400488913,2014-11-02,Golden State Warriors,98,False,Sacramento Kings,87
400488940,2014-11-06,Minnesota Timberwolves,93,False,Golden State Warriors,106
400488955,2014-11-08,San Antonio Spurs,76,False,Golden State Warriors,74
400488964,2014-11-09,Memphis Grizzlies,108,False,Golden State Warriors,90
400488982,2014-11-12,Golden State Warriors,113,False,Detroit Pistons,95
400488997,2014-11-14,Golden State Warriors,116,False,Oklahoma City Thunder,115
400489018,2014-11-16,Golden State Warriors,102,False,Utah Jazz,88
400489027,2014-11-18,Utah Jazz,87,False,Golden State Warriors,98
400489046,2014-11-20,Golden State Warriors,81,True,Memphis Grizzlies,88
400489059,2014-11-22,Los Angeles Lakers,102,False,Golden State Warriors,95
400489069,2014-11-23,Golden State Warriors,101,False,Portland Trail Blazers,113
400489087,2014-11-26,New Orleans Pelicans,101,False,Golden State Warriors,102
400489098,2014-11-27,Dallas Mavericks,103,False,Golden State Warriors,99
400489108,2014-11-29,Oklahoma City Thunder,113,True,Golden State Warriors,112
400489124,2014-12-01,Sacramento Kings,113,False,Golden State Warriors,115
400489158,2014-12-06,Houston Rockets,105,False,Golden State Warriors,83
400489166,2014-12-07,Memphis Grizzlies,82,False,Golden State Warriors,108
400489177,2014-12-09,Charlotte Bobcats,115,False,Golden State Warriors,111
400489199,2014-12-11,Golden State Warriors,95,False,Dallas Mavericks,93
400489214,2014-12-13,Golden State Warriors,112,False,Houston Rockets,116
400489228,2014-12-15,Phoenix Suns,106,False,Golden State Warriors,102
400489241,2014-12-17,Golden State Warriors,104,False,New Orleans Pelicans,93
400489255,2014-12-19,Golden State Warriors,102,False,San Antonio Spurs,104
400489275,2014-12-21,Golden State Warriors,102,False,Los Angeles Lakers,83
400489288,2014-12-23,Denver Nuggets,81,False,Golden State Warriors,89
400489295,2014-12-25,Golden State Warriors,105,False,Los Angeles Clippers,103
400489308,2014-12-27,Golden State Warriors,115,False,Phoenix Suns,86
400489321,2014-12-29,Cleveland Cavaliers,104,True,Golden State Warriors,108
400489335,2014-12-31,Orlando Magic,81,False,Golden State Warriors,94
400489347,2014-01-02,Miami Heat,114,False,Golden State Warriors,123
400489356,2014-01-03,Atlanta Hawks,100,False,Golden State Warriors,101
400489374,2014-01-05,Washington Wizards,96,False,Golden State Warriors,112
400489388,2014-01-07,Milwaukee Bucks,80,False,Golden State Warriors,101
400489449,2014-01-15,Golden State Warriors,116,False,Denver Nuggets,123
400489465,2014-01-17,Oklahoma City Thunder,127,False,Golden State Warriors,121
400489472,2014-01-18,New Orleans Pelicans,87,False,Golden State Warriors,97
400489488,2014-01-20,Golden State Warriors,94,False,Indiana Pacers,102
400489518,2014-01-24,Golden State Warriors,120,False,Minnesota Timberwolves,121
400489533,2014-01-26,Golden State Warriors,103,False,Portland Trail Blazers,88
400489546,2014-01-28,Golden State Warriors,85,False,Washington Wizards,88
400489561,2014-01-30,Golden State Warriors,111,False,Los Angeles Clippers,92
400489569,2014-01-31,Utah Jazz,90,False,Golden State Warriors,95
400489597,2014-02-04,Golden State Warriors,75,False,Charlotte Bobcats,91
400489611,2014-02-06,Golden State Warriors,102,False,Chicago Bulls,87
400489627,2014-02-08,Phoenix Suns,122,False,Golden State Warriors,109
400489661,2014-02-12,Golden State Warriors,110,False,Miami Heat,111
400489683,2014-02-19,Sacramento Kings,92,False,Golden State Warriors,101
400489687,2014-02-20,Golden State Warriors,102,True,Houston Rockets,99
400489715,2014-02-24,Detroit Pistons,96,False,Golden State Warriors,104
400489728,2014-02-26,Chicago Bulls,103,False,Golden State Warriors,83
400488876,2014-10-29,Los Angeles Lakers,116,False,Los Angeles Clippers,103
400488904,2014-11-01,Sacramento Kings,101,False,Los Angeles Clippers,110
400488923,2014-11-04,Los Angeles Clippers,137,False,Houston Rockets,118
400488935,2014-11-06,Orlando Magic,98,False,Los Angeles Clippers,90
400488943,2014-11-07,Miami Heat,102,False,Los Angeles Clippers,97
400488963,2014-11-09,Houston Rockets,94,False,Los Angeles Clippers,107
400488979,2014-11-11,Los Angeles Clippers,109,False,Minnesota Timberwolves,107
400488995,2014-11-13,Los Angeles Clippers,111,False,Oklahoma City Thunder,103
400489028,2014-11-18,Los Angeles Clippers,102,False,Memphis Grizzlies,106
400489041,2014-11-20,Minnesota Timberwolves,98,False,Los Angeles Clippers,102
400489047,2014-11-21,Oklahoma City Thunder,105,False,Los Angeles Clippers,91
400489060,2014-11-23,Los Angeles Clippers,103,False,Sacramento Kings,102
400489071,2014-11-24,Los Angeles Clippers,121,False,Chicago Bulls,82
400489113,2014-11-29,Sacramento Kings,98,True,Los Angeles Clippers,104
400489122,2014-12-01,Los Angeles Clippers,100,False,Indiana Pacers,105
400489143,2014-12-04,Atlanta Hawks,107,False,Los Angeles Clippers,97
400489151,2014-12-05,Memphis Grizzlies,81,False,Los Angeles Clippers,101
400489164,2014-12-07,Cleveland Cavaliers,88,False,Los Angeles Clippers,82
400489216,2014-12-14,Washington Wizards,97,False,Los Angeles Clippers,113
400489236,2014-12-16,Los Angeles Clippers,115,False,San Antonio Spurs,92
400489253,2014-12-18,Los Angeles Clippers,108,False,New Orleans Pelicans,95
400489276,2014-12-21,Los Angeles Clippers,112,False,Denver Nuggets,91
400489279,2014-12-22,Los Angeles Clippers,120,True,Minnesota Timberwolves,116
400489299,2014-12-26,Portland Trail Blazers,116,True,Los Angeles Clippers,112
400489320,2014-12-28,Los Angeles Clippers,98,False,Utah Jazz,90
400489332,2014-12-30,Los Angeles Clippers,88,False,Phoenix Suns,107
400489345,2014-01-01,Los Angeles Clippers,112,False,Charlotte Bobcats,85
400489359,2014-01-03,Dallas Mavericks,112,False,Los Angeles Clippers,119
400489367,2014-01-04,San Antonio Spurs,116,False,Los Angeles Clippers,92
400489380,2014-01-06,Los Angeles Clippers,101,False,Orlando Magic,81
400489415,2014-01-10,Los Angeles Clippers,123,False,Los Angeles Lakers,87
400489450,2014-01-15,Los Angeles Clippers,129,False,Dallas Mavericks,127
400489467,2014-01-18,Indiana Pacers,106,False,Los Angeles Clippers,92
400489480,2014-01-20,Detroit Pistons,103,False,Los Angeles Clippers,112
400489494,2014-01-22,Charlotte Bobcats,95,False,Los Angeles Clippers,91
400489514,2014-01-24,Chicago Bulls,95,False,Los Angeles Clippers,112
400489538,2014-01-27,Milwaukee Bucks,86,False,Los Angeles Clippers,114
400489558,2014-01-29,Los Angeles Clippers,110,False,Washington Wizards,103
400489581,2014-02-01,Los Angeles Clippers,102,False,Utah Jazz,87
400489591,2014-02-03,Denver Nuggets,116,False,Los Angeles Clippers,115
400489609,2014-02-05,Los Angeles Clippers,112,False,Miami Heat,116
400489662,2014-02-12,Los Angeles Clippers,122,False,Portland Trail Blazers,117
400489673,2014-02-18,Los Angeles Clippers,103,False,San Antonio Spurs,113
400489694,2014-02-21,Memphis Grizzlies,102,False,Los Angeles Clippers,96
400489706,2014-02-23,Oklahoma City Thunder,117,False,Los Angeles Clippers,125
400489717,2014-02-24,New Orleans Pelicans,110,False,Los Angeles Clippers,123
400489735,2014-02-26,Los Angeles Clippers,101,False,Houston Rockets,93
400489755,2014-03-01,Los Angeles Clippers,108,False,New Orleans Pelicans,76
400488905,2014-11-01,Los Angeles Lakers,85,False,San Antonio Spurs,91
400488919,2014-11-03,Los Angeles Lakers,105,False,Atlanta Hawks,103
400488929,2014-11-05,Dallas Mavericks,123,False,Los Angeles Lakers,104
400488945,2014-11-07,Houston Rockets,98,False,Los Angeles Lakers,99
400488954,2014-11-08,New Orleans Pelicans,96,False,Los Angeles Lakers,85
400488970,2014-11-10,Los Angeles Lakers,90,False,Minnesota Timberwolves,113
400488983,2014-11-12,Los Angeles Lakers,116,False,New Orleans Pelicans,95
400488991,2014-11-13,Denver Nuggets,111,False,Los Angeles Lakers,99
400489007,2014-11-15,Los Angeles Lakers,86,False,Memphis Grizzlies,89
400489022,2014-11-17,Los Angeles Lakers,114,False,Detroit Pistons,99
400489074,2014-11-24,Los Angeles Lakers,100,False,Sacramento Kings,86
400489085,2014-11-26,Washington Wizards,116,False,Los Angeles Lakers,111
400489106,2014-11-29,Detroit Pistons,102,False,Los Angeles Lakers,106
400489128,2014-12-01,Los Angeles Lakers,108,False,Portland Trail Blazers,114
400489162,2014-12-06,Sacramento Kings,100,False,Los Angeles Lakers,106
